weight,psu2,hh_size,age_category,race,gender,ar_bor,mortgage_bor,installment_debt,better_off,auto,auto_bor,bank_auto_bor,durable,durable_bor,bank_durable_bor,item_name,refrigerator,washing_machine,radio,cook_stove,durable_price,payment_method,credit_use,income,year,loc_type,refrigerator_credit_use,radio_credit_use,freezer,television,television_credit_use,washing_machine_credit_use,dishwasher,clothes_dryer,credit_good,age_category2,cook_stove_credit_use,item_code1,item_code2,item_code3,item_code4,item_code5,item_code6,item_code_a1,item_code_a2,item_code_a3,code_string,code_a_string,psu,age,air_conditioner,sewing_machine,psu3,bw_television,color_television,bw_television_credit_use,bw_television_price,color_television_credit_use,color_television_price,refrigerator_price,washing_machine_price,cook_stove_price,clothes_dryer_credit_use,clothes_dryer_price,dishwasher_credit_use,dishwasher_price,air_conditioner_credit_use,air_conditioner_price,state
239,72,4,2,-,-,0,0,0,0,0,0,0,30,13.5,0,Radio,0,0,1,0,3,2,1,1900,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
398,75,4,5,1,1,0,0,0,1,0,0,0,180,0,0,Radio,0,0,1,1,18,4,0,2000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
457,64,2,4,1,1,3000,0,2500,-1,1200,0,0,500,225,0,Refrigerator,1,0,0,0,50,2,1,3000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK
457,64,2,2,1,1,500,600,300,1,0,0,0,900,405,0,Furniture,1,0,0,0,90,2,1,4400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK
457,64,4,2,1,1,0,0,0,1,0,0,0,220,0,0,Furniture,0,0,1,0,22,4,0,3400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK
331,15,3,2,1,1,0,0,0,1,0,0,0,80,0,0,Furniture,0,0,0,1,8,4,0,4300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
239,20,5,2,1,1,0,0,0,0,0,0,0,20,0,0,Radio,0,0,1,0,2,4,0,4200,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
239,20,4,4,1,2,0,0,0,-1,0,0,0,10,0,0,Other,0,0,0,1,1,4,0,4600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
493,20,4,3,1,2,0,0,0,-1,0,0,0,0,0,0,Radio,0,0,1,0,0,0,0,4700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
493,17,3,2,1,1,0,0,0,1,0,0,0,190,0,0,Refrigerator,1,0,0,0,19,4,0,3900,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
124,13,4,3,1,1,0,0,0,0,0,0,0,300,0,0,Furniture,0,0,1,0,30,4,0,3400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
143,17,4,4,1,1,0,0,0,0,0,0,0,200,0,0,Radio,0,0,1,0,20,4,0,17600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
239,17,2,4,-,1,0,0,0,-1,0,0,0,0,0,0,Radio,0,0,1,0,0,4,0,6900,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
493,17,2,4,1,1,0,0,0,1,0,0,0,50,0,0,Radio,0,0,1,0,5,4,0,4700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
493,34,2,5,1,1,0,0,0,1,0,0,0,50,0,0,Radio,0,0,1,0,5,4,0,1500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO
239,41,4,3,1,1,0,0,0,1,1500,0,0,1000,0,0,Washing machine,0,1,0,0,100,4,0,25000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
202,32,3,2,1,2,0,0,0,0,0,0,0,170,0,0,Refrigerator,1,0,0,0,17,4,0,4600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR
239,51,2,3,1,1,0,0,100,-1,0,0,0,100,80,0,Other,0,0,0,1,10,1,1,3700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS
493,55,4,3,1,2,0,0,100,-1,0,0,0,500,400,0,Radio,0,0,1,1,50,1,1,1990,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
493,55,2,2,1,1,0,0,0,1,0,0,0,650,292.5,0,Furniture,0,0,0,1,65,2,1,2500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
493,59,8,2,1,1,300,0,300,0,0,0,0,900,720,0,Radio,0,0,1,0,90,1,1,2500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
143,59,4,2,1,1,2200,0,0,1,0,0,0,0,0,0,Other,0,0,0,1,0,4,0,4100,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
143,60,5,3,1,1,650,1200,0,0,2000,0,0,2510,0,0,Furniture,0,0,0,1,251,4,0,13300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
398,54,1,4,1,2,0,0,0,1,0,0,0,20,0,0,Radio,0,0,1,0,2,4,0,700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
239,70,3,-,1,1,2000,0,2500,0,0,0,0,500,0,0,Other,0,0,0,1,50,4,0,1000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC
398,72,4,2,1,1,0,0,0,1,400,0,0,50,0,0,Radio,0,0,1,0,5,4,0,700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
398,70,4,2,1,1,0,0,0,1,0,0,0,30,13.5,0,Radio,0,0,1,0,3,2,1,1500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC
239,15,3,3,1,1,0,0,100,1,1300,585,357.5,70,56,19.25,Other,0,0,0,1,7,1,1,5100,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
239,12,4,2,1,2,0,0,0,-1,0,0,0,190,0,0,Furniture,0,0,0,1,19,4,0,3100,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA
605,13,1,2,1,1,0,0,0,1,0,0,0,50,0,0,Radio,0,0,1,0,5,4,0,2100,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
605,18,1,1,1,2,0,0,0,0,0,0,0,90,40.5,0,Radio,0,0,1,0,9,2,1,980,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
493,17,4,3,1,1,0,500,0,1,0,0,0,4600,0,0,Refrigerator,1,0,0,0,460,4,0,20300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
493,17,4,3,1,1,0,0,0,-1,0,0,0,1500,0,0,Other,0,0,0,1,150,4,0,30000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
493,17,6,3,1,1,150,0,0,0,0,0,0,130,0,0,Refrigerator,1,0,0,0,13,4,0,3000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
493,46,5,4,1,1,0,0,0,1,0,0,0,120,0,0,Radio,0,0,1,0,12,4,0,3600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA
202,41,2,4,1,1,0,0,0,1,0,0,0,200,0,0,Refrigerator,1,0,0,0,20,4,0,2500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
124,66,2,4,1,2,0,0,0,1,0,0,0,400,0,0,Other,0,0,0,1,40,4,0,6200,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR
457,68,4,3,1,2,2000,100,2500,0,0,0,0,160,128,0,Washing machine,0,1,0,1,16,1,1,1400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
239,68,3,2,1,2,0,400,300,-1,0,0,0,800,640,0,Refrigerator,1,0,0,0,80,1,1,2800,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
457,40,3,4,1,1,0,0,0,0,0,0,0,170,0,0,Radio,0,1,1,0,17,4,0,2000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
239,54,3,-,1,1,0,575,300,-1,300,0,0,680,544,0,Refrigerator,1,0,0,0,68,1,1,2500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
239,53,3,3,1,1,450,0,100,0,0,0,0,300,0,0,Other,0,0,0,1,30,4,0,4200,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
457,53,5,2,1,2,0,100,0,0,0,0,0,200,0,0,Other,0,0,0,1,20,4,0,5000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
457,49,6,3,1,2,0,0,0,-1,0,0,0,50,0,0,Other,0,0,0,1,5,4,0,1500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
457,49,3,4,1,2,0,0,0,1,0,0,0,80,0,0,Refrigerator,1,0,0,0,8,4,0,3400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
457,63,2,2,1,2,0,0,100,1,0,0,0,170,136,0,Furniture,0,0,1,0,17,1,1,1900,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
124,13,2,3,1,2,0,0,0,0,0,0,0,40,0,0,Radio,0,0,1,0,4,4,0,2600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
493,13,5,4,1,1,0,0,0,1,0,0,0,250,0,0,Refrigerator,1,0,1,0,25,4,0,2600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
239,15,2,2,1,1,0,0,0,0,0,0,0,10,0,0,Radio,0,0,1,1,1,4,0,2500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
493,17,5,3,1,1,0,0,0,-1,0,0,0,200,0,0,Washing machine,0,1,1,0,20,4,0,2600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
493,17,5,4,2,1,0,0,0,-1,0,0,0,500,0,0,Refrigerator,1,0,0,0,50,4,0,3000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
124,17,2,2,1,1,0,0,0,0,0,0,0,580,0,0,Refrigerator,1,0,0,0,58,4,0,2300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
457,40,3,4,1,1,1000,0,1500,1,0,0,0,350,0,0,Other,0,0,0,1,35,4,0,3700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
239,63,4,3,1,1,0,0,0,0,1400,0,0,230,0,0,Other,0,0,0,1,23,4,0,1600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
239,62,4,2,1,1,200,0,0,0,0,0,0,170,0,0,Refrigerator,1,0,0,0,17,4,0,4400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
398,51,9,4,2,2,0,0,100,0,0,0,0,110,88,0,Refrigerator,1,0,0,1,11,1,1,900,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS
239,57,3,-,-,2,0,0,0,0,0,0,0,100,0,0,Refrigerator,1,0,0,0,10,4,0,5000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
239,53,4,2,1,1,300,200,100,1,400,0,0,500,0,0,Furniture,0,0,0,1,50,4,0,1600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
457,67,4,3,1,1,0,0,0,0,0,0,0,300,0,0,Radio,0,0,1,1,30,4,0,3300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
239,68,4,2,1,1,0,0,100,0,0,0,0,250,200,0,Refrigerator,1,0,0,0,25,1,1,3000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
239,77,5,4,1,2,0,0,0,0,0,0,0,300,240,0,Other,0,0,0,1,30,1,1,7000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT
202,77,3,2,1,1,0,0,0,1,300,0,0,250,0,0,Refrigerator,1,0,1,0,25,4,0,2000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VT
457,75,5,2,1,1,1100,0,0,-1,300,135,0,30,0,0,Radio,0,0,1,0,3,4,0,0,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
457,69,3,2,1,1,0,0,300,1,1200,960,0,110,0,0,Refrigerator,1,0,0,0,11,4,0,2200,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
239,72,5,3,1,1,50,0,0,0,0,0,0,40,18,0,Radio,0,0,1,0,4,2,1,3000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
457,72,5,4,2,1,0,0,100,0,0,0,0,110,88,0,Other,0,0,0,1,11,1,1,2400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
493,13,4,3,1,1,0,0,0,-1,0,0,0,80,0,0,Washing machine,0,1,0,0,8,4,0,3600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
493,13,2,4,1,1,0,0,750,1,0,0,0,800,640,0,Refrigerator,1,0,0,0,80,1,1,600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
239,15,2,2,1,1,0,100,100,-1,0,0,0,190,152,0,Other,0,0,0,1,19,1,1,2100,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
493,60,3,2,2,1,0,0,100,-1,0,0,0,400,320,0,Furniture,0,0,1,0,40,1,1,3800,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
143,56,2,4,1,1,0,0,0,1,0,0,0,230,0,0,Refrigerator,1,0,0,0,23,4,0,15000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
143,49,4,3,1,1,0,0,1500,-1,0,0,0,1000,0,0,Refrigerator,1,0,0,0,100,4,0,5500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
143,60,3,4,1,1,0,0,0,1,0,0,0,400,0,0,Radio,0,0,1,0,40,4,0,30500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
239,60,2,4,1,1,,0,0,-1,0,0,0,150,0,0,Other,0,0,0,1,15,4,0,20200,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
457,48,2,4,1,2,0,0,0,0,0,0,0,120,0,0,Other,0,0,0,1,12,4,0,1600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
457,48,3,3,1,1,50,0,0,1,0,0,0,30,0,0,Radio,0,0,1,1,3,4,0,2400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
457,49,7,2,1,1,0,0,0,-1,0,0,0,70,0,0,Other,0,0,0,1,7,4,0,3100,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
398,32,5,3,1,1,8000,0,0,1,0,0,0,90,0,0,Radio,0,0,1,0,9,4,0,7000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR
457,72,4,3,1,2,0,300,0,-1,0,0,0,300,240,0,Radio,0,0,1,1,30,1,1,4700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
398,82,7,4,1,1,0,0,0,-1,0,0,0,150,0,0,Refrigerator,1,0,0,0,15,4,0,1800,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WV
457,35,3,2,1,1,300,100,0,0,0,0,0,70,0,0,Other,0,0,0,1,7,4,0,700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO
239,39,6,4,1,1,0,0,0,-1,0,0,0,30,0,0,Radio,0,0,1,0,3,4,0,7900,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
493,66,2,4,1,2,0,0,0,1,0,0,0,0,0,0,Radio,0,0,1,0,0,6,1,3900,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR
143,17,3,3,1,1,0,0,0,0,0,0,0,150,0,0,Radio,0,0,1,0,15,4,0,4700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
239,17,4,2,1,1,0,0,0,0,0,0,0,50,40,0,Other,0,0,0,1,5,1,1,4000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
239,17,4,3,1,1,0,0,100,0,0,0,0,0,0,0,Furniture,0,0,0,1,0,6,1,3300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
493,21,2,4,1,1,0,0,0,0,0,0,0,0,0,0,Other,0,0,0,1,0,-,0,3900,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
239,17,3,4,1,1,0,0,0,0,0,0,0,40,0,0,Radio,0,0,1,0,4,4,0,3000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
143,13,5,3,1,1,7700,0,2500,-1,0,0,0,330,148.5,0,Refrigerator,1,0,0,0,33,2,1,6700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
143,17,4,2,1,1,3000,0,2500,0,0,0,0,190,0,0,Refrigerator,1,0,0,0,19,4,0,11000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
143,17,3,4,1,1,0,0,0,0,0,0,0,120,0,0,Other,0,0,0,1,12,4,0,6700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
239,32,3,4,1,2,500,0,300,0,0,0,0,750,0,0,Refrigerator,1,0,1,0,75,4,0,5600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR
493,12,2,4,1,1,0,0,0,-1,0,0,0,100,0,0,Furniture,0,1,0,0,10,4,0,1800,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA
239,17,3,1,1,1,0,0,0,-1,0,0,0,140,0,0,Washing machine,0,1,0,0,14,4,0,2300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
493,20,1,4,1,2,0,0,0,0,0,0,0,260,0,0,Refrigerator,1,0,0,0,26,4,0,900,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
239,42,4,4,1,1,0,0,0,1,0,0,0,240,0,0,Washing machine,0,1,0,0,24,4,0,3000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IN
457,41,5,4,1,1,0,0,0,1,0,0,0,100,0,0,Refrigerator,1,0,0,0,10,4,0,1300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
457,40,3,2,1,1,0,100,0,1,400,0,0,60,0,0,Other,0,0,0,1,6,4,0,2700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
457,40,4,3,1,1,0,0,0,-1,0,0,0,110,0,0,Other,0,0,0,1,11,4,0,1600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
457,39,2,4,1,1,0,0,0,0,400,0,0,200,0,0,Other,0,1,0,1,20,4,0,3300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
239,39,3,3,1,1,0,0,0,0,200,0,0,400,0,0,Refrigerator,1,0,0,0,40,4,0,2600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
202,61,2,4,2,1,0,0,0,-1,0,0,0,180,81,0,Refrigerator,1,0,0,1,18,2,1,2000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
493,66,3,4,1,1,0,0,0,1,0,0,0,150,0,0,Washing machine,0,1,0,1,15,4,0,4500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR
493,12,1,5,1,1,0,0,0,0,0,0,0,30,0,0,Radio,0,0,1,0,3,4,0,700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA
398,79,3,3,1,1,200,0,300,-1,0,0,0,40,32,0,Radio,0,0,1,0,4,1,1,2300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA
457,82,1,4,1,2,1000,0,0,1,0,0,0,100,0,0,Other,0,0,0,1,10,4,0,1000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WV
493,81,3,2,1,1,0,0,0,1,0,0,0,950,427.5,0,Refrigerator,1,0,0,0,95,2,1,3300,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WI
124,59,2,2,1,1,0,0,0,1,0,0,0,200,0,0,Washing machine,0,1,0,0,20,4,0,3500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
398,38,6,3,1,1,0,0,0,1,0,0,0,50,0,0,Radio,0,0,1,0,5,4,0,1400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
398,38,4,3,2,1,0,0,0,1,0,0,0,170,0,0,Refrigerator,1,0,0,0,17,4,0,1200,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
457,35,4,3,1,1,0,0,0,0,0,0,0,500,0,0,Furniture,0,0,0,1,50,4,0,4700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO
457,35,5,3,1,1,3000,400,1500,0,0,0,0,170,0,0,Other,0,0,0,1,17,4,0,3500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO
457,35,4,1,1,1,0,0,0,0,0,0,0,350,0,0,Radio,0,0,1,1,35,4,0,2400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO
493,34,2,2,1,1,0,0,0,0,0,0,0,30,0,0,Radio,0,0,1,0,3,4,0,1800,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO
493,20,1,4,2,2,0,0,100,0,0,0,0,110,88,0,Refrigerator,1,0,0,0,11,1,1,900,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
239,13,4,2,1,1,0,0,0,1,0,0,0,340,0,0,Refrigerator,1,0,0,0,34,4,0,2700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
124,13,4,3,1,1,0,0,0,-1,0,0,0,130,0,0,Washing machine,0,1,0,0,13,4,0,2000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
239,39,3,2,1,2,0,0,0,1,0,0,0,70,0,0,Other,0,0,0,1,7,4,0,2970,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
124,60,2,4,1,1,0,0,0,0,0,0,0,70,0,0,Other,0,0,0,1,7,4,0,6400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
239,59,2,3,1,1,0,0,0,-1,0,0,0,10,0,0,Other,0,0,0,1,1,4,0,5000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
239,62,2,2,1,1,0,0,0,1,0,0,0,1500,0,0,Furniture,0,0,1,0,150,4,0,3500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
457,48,2,5,1,1,0,0,0,0,0,0,0,160,0,0,Other,0,0,0,1,16,4,0,1700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
457,50,4,2,1,2,300,100,0,1,400,0,200,130,0,65,Washing machine,0,1,0,1,13,6,1,1500,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
457,55,4,2,1,1,0,0,0,1,0,0,0,50,0,0,Radio,0,0,1,0,5,4,0,1700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
239,54,3,2,1,1,0,500,0,0,0,0,0,970,0,0,Refrigerator,1,0,0,0,97,4,0,2400,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
398,54,2,5,1,1,0,0,0,0,0,0,0,110,0,0,Other,0,0,0,1,11,4,0,700,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
398,79,3,2,1,1,500,0,750,1,1200,0,0,200,0,0,Other,0,0,0,1,20,4,0,4000,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA
398,76,8,2,1,2,0,0,0,0,0,0,0,20,0,0,Radio,0,0,1,0,2,4,0,1800,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
398,76,5,2,1,2,350,0,0,1,0,0,0,80,0,0,Other,0,0,0,1,8,4,0,800,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
124,69,6,3,1,2,0,0,0,0,0,0,0,20,16,0,Radio,0,0,1,0,2,1,1,2800,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
239,69,2,3,1,1,0,0,0,-1,0,0,0,0,0,0,Refrigerator,1,0,0,0,0,4,0,10600,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
