,index,url_title,url,title,numbers,year,yellow,inrange,include,pages
2453,2454,"https://www.loc.gov/resource/usteledirec.usteledirec02454:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - November 1950 thru [November?] 1951  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02454,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - November 1950 thru [November?] 1951  | Library of Congress</title>
","['1', '1950', '1951']",1950.0,1,1,1,268
2454,2455,"https://www.loc.gov/resource/usteledirec.usteledirec02455:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1955 thru December 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02455,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1955 thru December 1956  | Library of Congress</title>
","['1', '1955', '1956']",1955.0,1,1,1,527
2455,2456,"https://www.loc.gov/resource/usteledirec.usteledirec02456:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02456,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1959  | Library of Congress</title>
","['1', '1959']",1959.0,1,1,1,429
2457,2458,"https://www.loc.gov/resource/usteledirec.usteledirec02458:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02458,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1,446
2458,2459,"https://www.loc.gov/resource/usteledirec.usteledirec02459:<title>Image 1 of California - Yellow Pages - Los Angeles Northeastern Section - December 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02459,"<title>Image 1 of California - Yellow Pages - Los Angeles Northeastern Section - December 1958  | Library of Congress</title>
","['1', '1958']",1958.0,1,1,1,235
2459,2460,"https://www.loc.gov/resource/usteledirec.usteledirec02460:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02460,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1,457
2461,2462,"https://www.loc.gov/resource/usteledirec.usteledirec02462:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02462,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1,473
2462,2463,"https://www.loc.gov/resource/usteledirec.usteledirec02463:<title>Image 1 of California - Yellow Pages - Los Angeles Northeastern Section - December 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02463,"<title>Image 1 of California - Yellow Pages - Los Angeles Northeastern Section - December 1957  | Library of Congress</title>
","['1', '1957']",1957.0,1,1,1,291
2463,2464,"https://www.loc.gov/resource/usteledirec.usteledirec02464:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02464,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northeastern Section - December 1963  | Library of Congress</title>
","['1', '1963']",1963.0,1,1,1,485
2491,2492,"https://www.loc.gov/resource/usteledirec.usteledirec02492:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1951 thru March 1952  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02492,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1951 thru March 1952  | Library of Congress</title>
","['1', '1951', '1952']",1951.0,1,1,1,610
2492,2493,"https://www.loc.gov/resource/usteledirec.usteledirec02493:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02493,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1953  | Library of Congress</title>
","['1', '1953']",1953.0,1,1,1,368
2493,2494,"https://www.loc.gov/resource/usteledirec.usteledirec02494:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1954 thru March 1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02494,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1954 thru March 1955  | Library of Congress</title>
","['1', '1954', '1955']",1954.0,1,1,1,509
2494,2495,"https://www.loc.gov/resource/usteledirec.usteledirec02495:<title>Image 1 of California - Yellow Pages - Los Angeles Northwestern Section - March 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02495,"<title>Image 1 of California - Yellow Pages - Los Angeles Northwestern Section - March 1956  | Library of Congress</title>
","['1', '1956']",1956.0,1,1,1,289
2495,2496,"https://www.loc.gov/resource/usteledirec.usteledirec02496:<title>Image 1 of California - Yellow Pages - Los Angeles Northwestern Section - March 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02496,"<title>Image 1 of California - Yellow Pages - Los Angeles Northwestern Section - March 1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1,576
2497,2498,"https://www.loc.gov/resource/usteledirec.usteledirec02498:<title>Image 1 of California - Yellow Pages - Los Angeles Northwestern Section - March 1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02498,"<title>Image 1 of California - Yellow Pages - Los Angeles Northwestern Section - March 1959  | Library of Congress</title>
","['1', '1959']",1959.0,1,1,1,440
2498,2499,"https://www.loc.gov/resource/usteledirec.usteledirec02499:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02499,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1957  | Library of Congress</title>
","['1', '1957']",1957.0,1,1,1,514
2501,2502,"https://www.loc.gov/resource/usteledirec.usteledirec02502:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02502,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1,391
2502,2503,"https://www.loc.gov/resource/usteledirec.usteledirec02503:<title>Image 1 of California - Yellow Pages - Los Angeles Northwestern Section - March 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02503,"<title>Image 1 of California - Yellow Pages - Los Angeles Northwestern Section - March 1958  | Library of Congress</title>
","['1', '1958']",1958.0,1,1,1,310
2503,2504,"https://www.loc.gov/resource/usteledirec.usteledirec02504:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02504,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1,406
2505,2506,"https://www.loc.gov/resource/usteledirec.usteledirec02506:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02506,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Northwestern Section - March 1963  | Library of Congress</title>
","['1', '1963']",1963.0,1,1,1,422
2530,2531,"https://www.loc.gov/resource/usteledirec.usteledirec02531:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1950  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02531,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1950  | Library of Congress</title>
","['1', '1950']",1950.0,1,1,1,429
2531,2532,"https://www.loc.gov/resource/usteledirec.usteledirec02532:<title>Image 1 of California - Yellow Pages - Los Angeles Southern Section - October 1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02532,"<title>Image 1 of California - Yellow Pages - Los Angeles Southern Section - October 1955  | Library of Congress</title>
","['1', '1955']",1955.0,1,1,1,518
2532,2533,"https://www.loc.gov/resource/usteledirec.usteledirec02533:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1951  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02533,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1951  | Library of Congress</title>
","['1', '1951']",1951.0,1,1,1,585
2534,2535,"https://www.loc.gov/resource/usteledirec.usteledirec02535:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1952  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02535,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1952  | Library of Congress</title>
","['1', '1952']",1952.0,1,1,1,524
2535,2536,"https://www.loc.gov/resource/usteledirec.usteledirec02536:<title>Image 1 of California - Yellow Pages - Los Angeles Southern Section - October 1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02536,"<title>Image 1 of California - Yellow Pages - Los Angeles Southern Section - October 1956  | Library of Congress</title>
","['1', '1956']",1956.0,1,1,1,262
2536,2537,"https://www.loc.gov/resource/usteledirec.usteledirec02537:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02537,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1953  | Library of Congress</title>
","['1', '1953']",1953.0,1,1,1,574
2539,2540,"https://www.loc.gov/resource/usteledirec.usteledirec02540:<title>Image 1 of California - Yellow Pages - Los Angeles Southern Section - October 1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02540,"<title>Image 1 of California - Yellow Pages - Los Angeles Southern Section - October 1957  | Library of Congress</title>
","['1', '1957']",1957.0,1,1,1,278
2540,2541,"https://www.loc.gov/resource/usteledirec.usteledirec02541:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1954 KAUZ through Z  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02541,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1954 KAUZ through Z  | Library of Congress</title>
","['1', '1954']",1954.0,1,1,1,336
2542,2543,"https://www.loc.gov/resource/usteledirec.usteledirec02543:<title>Image 1 of California - Yellow Pages - Los Angeles Southern Section - October 1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02543,"<title>Image 1 of California - Yellow Pages - Los Angeles Southern Section - October 1958  | Library of Congress</title>
","['1', '1958']",1958.0,1,1,1,251
2543,2544,"https://www.loc.gov/resource/usteledirec.usteledirec02544:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02544,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1,593
2545,2546,"https://www.loc.gov/resource/usteledirec.usteledirec02546:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02546,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1,607
2549,2550,"https://www.loc.gov/resource/usteledirec.usteledirec02550:<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1963 LENTZ through Z  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec02550,"<title>Image 1 of California - White Pages and Yellow Pages - Los Angeles Southern Section - October 1963 LENTZ through Z  | Library of Congress</title>
","['1', '1963']",1963.0,1,1,1,309
