,index,url_title,url,title,numbers,year,yellow,inrange,include
7081,7082,"https://www.loc.gov/resource/usteledirec.usteledirec07082:<title>Image 1 of Florida - Yellow Pages - Miami - August/1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07082,"<title>Image 1 of Florida - Yellow Pages - Miami - August/1956  | Library of Congress</title>
","['1', '1956']",1956.0,1,1,1
7083,7084,"https://www.loc.gov/resource/usteledirec.usteledirec07084:<title>Image 1 of Florida - Yellow Pages - Miami - April/1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07084,"<title>Image 1 of Florida - Yellow Pages - Miami - April/1957  | Library of Congress</title>
","['1', '1957']",1957.0,1,1,1
7085,7086,"https://www.loc.gov/resource/usteledirec.usteledirec07086:<title>Image 1 of Florida - Yellow Pages - Miami - Jan./1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07086,"<title>Image 1 of Florida - Yellow Pages - Miami - Jan./1958  | Library of Congress</title>
","['1', '1958']",1958.0,1,1,1
7087,7088,"https://www.loc.gov/resource/usteledirec.usteledirec07088:<title>Image 1 of Florida - White and Yellow Pages - Miami - 10/1958 thru 1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07088,"<title>Image 1 of Florida - White and Yellow Pages - Miami - 10/1958 thru 1960  | Library of Congress</title>
","['1', '10', '1958', '1960']",1958.0,1,1,1
7089,7090,"https://www.loc.gov/resource/usteledirec.usteledirec07090:<title>Image 1 of Florida - Yellow Pages - Miami - Sep./1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07090,"<title>Image 1 of Florida - Yellow Pages - Miami - Sep./1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1
7091,7092,"https://www.loc.gov/resource/usteledirec.usteledirec07092:<title>Image 1 of Florida - Yellow Pages - Miami - Sep./1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07092,"<title>Image 1 of Florida - Yellow Pages - Miami - Sep./1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1
7093,7094,"https://www.loc.gov/resource/usteledirec.usteledirec07094:<title>Image 1 of Florida - Yellow Pages - Miami - Sep./1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07094,"<title>Image 1 of Florida - Yellow Pages - Miami - Sep./1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1
7094,7095,"https://www.loc.gov/resource/usteledirec.usteledirec07095:<title>Image 1 of Florida - White and Yellow Pages - Miami - Sep./1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07095,"<title>Image 1 of Florida - White and Yellow Pages - Miami - Sep./1963  | Library of Congress</title>
","['1', '1963']",1963.0,1,1,1
7122,7123,"https://www.loc.gov/resource/usteledirec.usteledirec07123:<title>Image 1 of Florida - White and Yellow Pages - Lake Wales - 10/1959 thru 12/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07123,"<title>Image 1 of Florida - White and Yellow Pages - Lake Wales - 10/1959 thru 12/1963  | Library of Congress</title>
","['1', '10', '1959', '12', '1963']",1959.0,1,1,1
7177,7178,"https://www.loc.gov/resource/usteledirec.usteledirec07178:<title>Image 1 of Florida - White and Yellow Pages - Orlando - 1/1955 thru 11/1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07178,"<title>Image 1 of Florida - White and Yellow Pages - Orlando - 1/1955 thru 11/1956  | Library of Congress</title>
","['1', '1', '1955', '11', '1956']",1955.0,1,1,1
7178,7179,"https://www.loc.gov/resource/usteledirec.usteledirec07179:<title>Image 1 of Florida - White and Yellow Pages - Orlando - 9/1957 thru 11/1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07179,"<title>Image 1 of Florida - White and Yellow Pages - Orlando - 9/1957 thru 11/1959  | Library of Congress</title>
","['1', '9', '1957', '11', '1959']",1957.0,1,1,1
7179,7180,"https://www.loc.gov/resource/usteledirec.usteledirec07180:<title>Image 1 of Florida - White and Yellow Pages - Orlando - 11/1960 thru 8/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07180,"<title>Image 1 of Florida - White and Yellow Pages - Orlando - 11/1960 thru 8/1961  | Library of Congress</title>
","['1', '11', '1960', '8', '1961']",1960.0,1,1,1
7180,7181,"https://www.loc.gov/resource/usteledirec.usteledirec07181:<title>Image 1 of Florida - White and Yellow Pages - Orlando - 11/1962 thru 10/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07181,"<title>Image 1 of Florida - White and Yellow Pages - Orlando - 11/1962 thru 10/1963  | Library of Congress</title>
","['1', '11', '1962', '10', '1963']",1962.0,1,1,1
7201,7202,"https://www.loc.gov/resource/usteledirec.usteledirec07202:<title>Image 1 of Florida - White and Yellow Pages - Orlando - 5/1950 thru 1954  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07202,"<title>Image 1 of Florida - White and Yellow Pages - Orlando - 5/1950 thru 1954  | Library of Congress</title>
","['1', '5', '1950', '1954']",1950.0,1,1,1
7206,7207,"https://www.loc.gov/resource/usteledirec.usteledirec07207:<title>Image 1 of Florida - White and Yellow Pages - Pensacola - 6/1959 thru 1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07207,"<title>Image 1 of Florida - White and Yellow Pages - Pensacola - 6/1959 thru 1962  | Library of Congress</title>
","['1', '6', '1959', '1962']",1959.0,1,1,1
7211,7212,"https://www.loc.gov/resource/usteledirec.usteledirec07212:<title>Image 1 of Florida - White and Yellow Pages - Pensacola - 10/1954 thru 6/1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07212,"<title>Image 1 of Florida - White and Yellow Pages - Pensacola - 10/1954 thru 6/1958  | Library of Congress</title>
","['1', '10', '1954', '6', '1958']",1954.0,1,1,1
7246,7247,"https://www.loc.gov/resource/usteledirec.usteledirec07247:<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - 7/1951 thru 7/1953  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07247,"<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - 7/1951 thru 7/1953  | Library of Congress</title>
","['1', '7', '1951', '7', '1953']",1951.0,1,1,1
7247,7248,"https://www.loc.gov/resource/usteledirec.usteledirec07248:<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - 7/1954 thru 7/1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07248,"<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - 7/1954 thru 7/1955  | Library of Congress</title>
","['1', '7', '1954', '7', '1955']",1954.0,1,1,1
7248,7249,"https://www.loc.gov/resource/usteledirec.usteledirec07249:<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - 7/1956 thru 7/1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07249,"<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - 7/1956 thru 7/1957  | Library of Congress</title>
","['1', '7', '1956', '7', '1957']",1956.0,1,1,1
7249,7250,"https://www.loc.gov/resource/usteledirec.usteledirec07250:<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - Jan./1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07250,"<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - Jan./1958  | Library of Congress</title>
","['1', '1958']",1958.0,1,1,1
7250,7251,"https://www.loc.gov/resource/usteledirec.usteledirec07251:<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - July/1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07251,"<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - July/1959  | Library of Congress</title>
","['1', '1959']",1959.0,1,1,1
7251,7252,"https://www.loc.gov/resource/usteledirec.usteledirec07252:<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - Jan./1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07252,"<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - Jan./1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1
7252,7253,"https://www.loc.gov/resource/usteledirec.usteledirec07253:<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - Jan./1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07253,"<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - Jan./1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1
7253,7254,"https://www.loc.gov/resource/usteledirec.usteledirec07254:<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - June/1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07254,"<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - June/1962  | Library of Congress</title>
","['1', '1962']",1962.0,1,1,1
7256,7257,"https://www.loc.gov/resource/usteledirec.usteledirec07257:<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - May/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07257,"<title>Image 1 of Florida - White and Yellow Pages - St.Petersburg - May/1963  | Library of Congress</title>
","['1', '1963']",1963.0,1,1,1
7285,7286,"https://www.loc.gov/resource/usteledirec.usteledirec07286:<title>Image 1 of Florida - White and Yellow Pages - Sarasota - 11/1953 thru 5/1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07286,"<title>Image 1 of Florida - White and Yellow Pages - Sarasota - 11/1953 thru 5/1956  | Library of Congress</title>
","['1', '11', '1953', '5', '1956']",1953.0,1,1,1
7286,7287,"https://www.loc.gov/resource/usteledirec.usteledirec07287:<title>Image 1 of Florida - White and Yellow Pages - Sarasota - 11/1956 thru 11/1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07287,"<title>Image 1 of Florida - White and Yellow Pages - Sarasota - 11/1956 thru 11/1959  | Library of Congress</title>
","['1', '11', '1956', '11', '1959']",1956.0,1,1,1
7287,7288,"https://www.loc.gov/resource/usteledirec.usteledirec07288:<title>Image 1 of Florida - White and Yellow Pages - Sarasota - 11/1960 thru 10/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07288,"<title>Image 1 of Florida - White and Yellow Pages - Sarasota - 11/1960 thru 10/1963  | Library of Congress</title>
","['1', '11', '1960', '10', '1963']",1960.0,1,1,1
7298,7299,"https://www.loc.gov/resource/usteledirec.usteledirec07299:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Everett thru Export - 9/1958 thru 4/1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07299,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Everett thru Export - 9/1958 thru 4/1956  | Library of Congress</title>
","['1', '9', '1958', '4', '1956']",1956.0,1,1,1
7313,7314,"https://www.loc.gov/resource/usteledirec.usteledirec07314:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Greensburg - 12/1951 thru 4/1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07314,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Greensburg - 12/1951 thru 4/1957  | Library of Congress</title>
","['1', '12', '1951', '4', '1957']",1951.0,1,1,1
7314,7315,"https://www.loc.gov/resource/usteledirec.usteledirec07315:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Greensburg - 5/1958 thru 3/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07315,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Greensburg - 5/1958 thru 3/1963  | Library of Congress</title>
","['1', '5', '1958', '3', '1963']",1958.0,1,1,1
7324,7325,"https://www.loc.gov/resource/usteledirec.usteledirec07325:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Grove City - 2/1954 thru 1963(missing)  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07325,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Grove City - 2/1954 thru 1963(missing)  | Library of Congress</title>
","['1', '2', '1954', '1963']",1954.0,1,1,1
7337,7338,"https://www.loc.gov/resource/usteledirec.usteledirec07338:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Harrisburg - 4/1950 thru 4/1952  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07338,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Harrisburg - 4/1950 thru 4/1952  | Library of Congress</title>
","['1', '4', '1950', '4', '1952']",1950.0,1,1,1
7338,7339,"https://www.loc.gov/resource/usteledirec.usteledirec07339:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Harrisburg - 4/1953 thru 4/1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07339,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Harrisburg - 4/1953 thru 4/1955  | Library of Congress</title>
","['1', '4', '1953', '4', '1955']",1953.0,1,1,1
7339,7340,"https://www.loc.gov/resource/usteledirec.usteledirec07340:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Harrisburg - 4/1956 thru 4/1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07340,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Harrisburg - 4/1956 thru 4/1959  | Library of Congress</title>
","['1', '4', '1956', '4', '1959']",1956.0,1,1,1
7340,7341,"https://www.loc.gov/resource/usteledirec.usteledirec07341:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Harrisburg - 4/1960 thru 4/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07341,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Harrisburg - 4/1960 thru 4/1961  | Library of Congress</title>
","['1', '4', '1960', '4', '1961']",1960.0,1,1,1
7341,7342,"https://www.loc.gov/resource/usteledirec.usteledirec07342:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Harrisburg - 4/1962 thru 4/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07342,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Harrisburg - 4/1962 thru 4/1963  | Library of Congress</title>
","['1', '4', '1962', '4', '1963']",1962.0,1,1,1
7350,7351,"https://www.loc.gov/resource/usteledirec.usteledirec07351:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Hazleton - 1/1953 thru 4/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07351,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Hazleton - 1/1953 thru 4/1961  | Library of Congress</title>
","['1', '1', '1953', '4', '1961']",1953.0,1,1,1
7372,7373,"https://www.loc.gov/resource/usteledirec.usteledirec07373:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Indiana - 4/1953 thru 4/1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07373,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Indiana - 4/1953 thru 4/1959  | Library of Congress</title>
","['1', '4', '1953', '4', '1959']",1953.0,1,1,1
7379,7380,"https://www.loc.gov/resource/usteledirec.usteledirec07380:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Irwin - 12/1952 thru 9/1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07380,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Irwin - 12/1952 thru 9/1960  | Library of Congress</title>
","['1', '12', '1952', '9', '1960']",1952.0,1,1,1
7404,7405,"https://www.loc.gov/resource/usteledirec.usteledirec07405:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Chambersburg - 6/1952 thru 7/1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07405,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Chambersburg - 6/1952 thru 7/1956  | Library of Congress</title>
","['1', '6', '1952', '7', '1956']",1952.0,1,1,1
7405,7406,"https://www.loc.gov/resource/usteledirec.usteledirec07406:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Chambersburg - 7/1957 thru 6/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07406,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Chambersburg - 7/1957 thru 6/1961  | Library of Congress</title>
","['1', '7', '1957', '6', '1961']",1957.0,1,1,1
7421,7422,"https://www.loc.gov/resource/usteledirec.usteledirec07422:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Clarks Summit - 2/1956 thru 3/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07422,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Clarks Summit - 2/1956 thru 3/1963  | Library of Congress</title>
","['1', '2', '1956', '3', '1963']",1956.0,1,1,1
7430,7431,"https://www.loc.gov/resource/usteledirec.usteledirec07431:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Clearfield - 10/1952 thru 12/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07431,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Clearfield - 10/1952 thru 12/1963  | Library of Congress</title>
","['1', '10', '1952', '12', '1963']",1952.0,1,1,1
7433,7434,"https://www.loc.gov/resource/usteledirec.usteledirec07434:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Coatesville - 10/1953 thru 10/1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07434,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Coatesville - 10/1953 thru 10/1957  | Library of Congress</title>
","['1', '10', '1953', '10', '1957']",1953.0,1,1,1
7434,7435,"https://www.loc.gov/resource/usteledirec.usteledirec07435:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Coatesville - 6/1958 thru 5/1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07435,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Coatesville - 6/1958 thru 5/1962  | Library of Congress</title>
","['1', '6', '1958', '5', '1962']",1958.0,1,1,1
7435,7436,"https://www.loc.gov/resource/usteledirec.usteledirec07436:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Coatesville - 5/1963thru 5/1966  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07436,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Coatesville - 5/1963thru 5/1966  | Library of Congress</title>
","['1', '5', '1963', '5', '1966']",1963.0,1,1,1
7442,7443,"https://www.loc.gov/resource/usteledirec.usteledirec07443:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Columbia - 10/1954 thru 10/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07443,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Columbia - 10/1954 thru 10/1961  | Library of Congress</title>
","['1', '10', '1954', '10', '1961']",1954.0,1,1,1
7448,7449,"https://www.loc.gov/resource/usteledirec.usteledirec07449:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Connellsville - 10/1951 thru 5/1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07449,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Connellsville - 10/1951 thru 5/1958  | Library of Congress</title>
","['1', '10', '1951', '5', '1958']",1951.0,1,1,1
7466,7467,"https://www.loc.gov/resource/usteledirec.usteledirec07467:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Dallas - 7/1953 thru 9/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07467,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Dallas - 7/1953 thru 9/1961  | Library of Congress</title>
","['1', '7', '1953', '9', '1961']",1953.0,1,1,1
7471,7472,"https://www.loc.gov/resource/usteledirec.usteledirec07472:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Dauphin - 4/1951 thru 4/1955  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07472,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Dauphin - 4/1951 thru 4/1955  | Library of Congress</title>
","['1', '4', '1951', '4', '1955']",1951.0,1,1,1
7472,7473,"https://www.loc.gov/resource/usteledirec.usteledirec07473:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Dauphin - 4/1956 thru 4/1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07473,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Dauphin - 4/1956 thru 4/1960  | Library of Congress</title>
","['1', '4', '1956', '4', '1960']",1956.0,1,1,1
7483,7484,"https://www.loc.gov/resource/usteledirec.usteledirec07484:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - June/1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07484,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - June/1956  | Library of Congress</title>
","['1', '1956']",1956.0,1,1,1
7484,7485,"https://www.loc.gov/resource/usteledirec.usteledirec07485:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - April/1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07485,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - April/1957  | Library of Congress</title>
","['1', '1957']",1957.0,1,1,1
7485,7486,"https://www.loc.gov/resource/usteledirec.usteledirec07486:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - April/1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07486,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - April/1958  | Library of Congress</title>
","['1', '1958']",1958.0,1,1,1
7486,7487,"https://www.loc.gov/resource/usteledirec.usteledirec07487:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - April/1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07487,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - April/1959  | Library of Congress</title>
","['1', '1959']",1959.0,1,1,1
7487,7488,"https://www.loc.gov/resource/usteledirec.usteledirec07488:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - May/1960  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07488,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - May/1960  | Library of Congress</title>
","['1', '1960']",1960.0,1,1,1
7488,7489,"https://www.loc.gov/resource/usteledirec.usteledirec07489:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - Oct./1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07489,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Delaware County - Oct./1961  | Library of Congress</title>
","['1', '1961']",1961.0,1,1,1
7492,7493,"https://www.loc.gov/resource/usteledirec.usteledirec07493:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Derry - 12/1951 thru 8/1959  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07493,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Derry - 12/1951 thru 8/1959  | Library of Congress</title>
","['1', '12', '1951', '8', '1959']",1951.0,1,1,1
7497,7498,"https://www.loc.gov/resource/usteledirec.usteledirec07498:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Donora - 8/1950 thru 10/1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07498,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Donora - 8/1950 thru 10/1956  | Library of Congress</title>
","['1', '8', '1950', '10', '1956']",1950.0,1,1,1
7504,7505,"https://www.loc.gov/resource/usteledirec.usteledirec07505:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Doylestown - 1/1951 thru 1/1956  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07505,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Doylestown - 1/1951 thru 1/1956  | Library of Congress</title>
","['1', '1', '1951', '1', '1956']",1951.0,1,1,1
7505,7506,"https://www.loc.gov/resource/usteledirec.usteledirec07506:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Doylestown - 7/1957 thru 6/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07506,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Doylestown - 7/1957 thru 6/1961  | Library of Congress</title>
","['1', '7', '1957', '6', '1961']",1957.0,1,1,1
7512,7513,"https://www.loc.gov/resource/usteledirec.usteledirec07513:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Dubois - 9/1952 thru 1/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07513,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Dubois - 9/1952 thru 1/1961  | Library of Congress</title>
","['1', '9', '1952', '1', '1961']",1952.0,1,1,1
7551,7552,"https://www.loc.gov/resource/usteledirec.usteledirec07552:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Eastern Montgomery County - 4/1960 thru 7/1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07552,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Eastern Montgomery County - 4/1960 thru 7/1962  | Library of Congress</title>
","['1', '4', '1960', '7', '1962']",1960.0,1,1,1
7560,7561,"https://www.loc.gov/resource/usteledirec.usteledirec07561:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Easton - 2/1952 thru 2/1958  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07561,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Easton - 2/1952 thru 2/1958  | Library of Congress</title>
","['1', '2', '1952', '2', '1958']",1952.0,1,1,1
7561,7562,"https://www.loc.gov/resource/usteledirec.usteledirec07562:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Easton - 2/1959 thru 2/1963  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07562,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Easton - 2/1959 thru 2/1963  | Library of Congress</title>
","['1', '2', '1959', '2', '1963']",1959.0,1,1,1
7568,7569,"https://www.loc.gov/resource/usteledirec.usteledirec07569:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Ebensburg - 5/1952 thru 3/1961  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07569,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Ebensburg - 5/1952 thru 3/1961  | Library of Congress</title>
","['1', '5', '1952', '3', '1961']",1952.0,1,1,1
7574,7575,"https://www.loc.gov/resource/usteledirec.usteledirec07575:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Elizabethville - 8/1950 thru 9/1962  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07575,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Elizabethville - 8/1950 thru 9/1962  | Library of Congress</title>
","['1', '8', '1950', '9', '1962']",1950.0,1,1,1
7591,7592,"https://www.loc.gov/resource/usteledirec.usteledirec07592:<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Erie - 7/1952 thru 7/1957  | Library of Congress</title>
",https://www.loc.gov/resource/usteledirec.usteledirec07592,"<title>Image 1 of Pennsylvania - White pages and Yellow Pages - Erie - 7/1952 thru 7/1957  | Library of Congress</title>
","['1', '7', '1952', '7', '1957']",1952.0,1,1,1
